url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb5939833w/_2.jpg,"Diputada Violeta Menjívar, San Salvador","Frente Farabundo Martí para la Liberación Nacional; Menjívar, Violeta",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb6929605h/_2.jpg,Walter Coto Presidente 2000,"Coto Molina, Walter; Partido Liberación Nacional",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb07862014/_2.jpg,"Voto Por La Paz, Voto Por FSLN",Frente Sandinista de Liberación Nacional,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb3653122c/_2.jpg,Sigo Luchando!,"Frente Farabundo Martí para la Liberación Nacional; Hándal, Schafik Jorge; Partido Comunista de El Salvador",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb36872522/_2.jpg,Pueblo Unido Sí,Pueblo Unido (Political party : Costa Rica),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb62128732/_2.jpg,"Para la capital, mujeres al congreso!",Frente Republicano Guatemalteco,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb2014883f/_2.jpg,Construyamos una Honduras diferente!,"Orlando Iriarte, Marco; Partido Demócrata Cristiano de Honduras",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1298156g/_2.jpg,"Diputado Carlos Castañeda, Sonsonate","Castaneda Magaña, Carlos Alfredo; Frente Farabundo Martí para la Liberación Nacional",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb3857903v/_2.jpg,El Frente con la gente joven,Frente Republicano Guatemalteco,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb22879222/_2.jpg,Consejo de Partidos Políticos,Consejo de Partidos Políticos (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb03425160/_2.jpg,Boleta Electoral Para Representantes A La Asamblea Nacional Región 6,Consejo Supremo Electoral (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb8090026r/_2.jpg,Gilberto Rincón Gallardo Presidente; vota differente,"Democracia Social (Political party :Mexico); Partido Comunista Mexicano; Partido Mexicano Socialista; Partido Socialista Unificado de México; Partido de la Revolución Democrática (Mexico); Rincón Gallardo, Gilberto",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb30729138/_2.jpg,Schafik Presidente 2004,"Frente Farabundo Martí para la Liberación Nacional; Hándal, Schafik Jorge; Partido Comunista de El Salvador",between 1984 and 2009
