url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb04788677/_2.jpg,Revelle Commons and Residential Halls,,"April, 1965"
http://library.ucsd.edu/dc/object/bb0581257w/_2.jpg,Bonner Hall building dedication ceremony audience,,"May 7, 1965"
http://library.ucsd.edu/dc/object/bb3550568m/_2.jpg,A student stands to speak at the Constitutional Convention,,"November 20, 1964"
http://library.ucsd.edu/dc/object/bb3584697s/_2.jpg,Students in front of Urey Hall,,"June, 1965"
http://library.ucsd.edu/dc/object/bb3345788g/_2.jpg,"""Bridge over 101 Dedicated"" [title slide]",,"July, 1975"
http://library.ucsd.edu/dc/object/bb32775289/_2.jpg,Students from the class of 1968 prepare to plant a commemorative tree,,"June, 1965"
http://library.ucsd.edu/dc/object/bb33116599/_2.jpg,Students watch the Bonner Hall building dedication ceremony,,"May 7, 1965"
http://library.ucsd.edu/dc/object/bb34140512/_2.jpg,Students meeting in lecture hall for Constitutional Convention,,"November 20, 1964"
http://library.ucsd.edu/dc/object/bb32433980/_2.jpg,Landscaping staff position class of 1968 commemorative tree,,"June, 1965"
http://library.ucsd.edu/dc/object/bb3652957k/_2.jpg,"Camp Matthews, Central Services Building 251",,"June, 1965"
http://library.ucsd.edu/dc/object/bb36529583/_2.jpg,"Scripps Institution of Oceanography, looking southwest",,"January, 1967"
http://library.ucsd.edu/dc/object/bb11273360/_2.jpg,Student Senate meeting,,"February, 1965"
http://library.ucsd.edu/dc/object/bb10932099/_2.jpg,"Future site of John Muir College, looking north across foundations of Camp Callan buildings with the Salk Institute for Biological Studies under construction",,"November, 1964"
http://library.ucsd.edu/dc/object/bb10932104/_2.jpg,Camp Matthews building,,"June, 1965"
http://library.ucsd.edu/dc/object/bb1161467f/_2.jpg,"""Camp Mathews"" [title slide]",,"July, 1975"
http://library.ucsd.edu/dc/object/bb1195602n/_2.jpg,"The first watermelon drop queen, Elizabeth Heller",,"June 4, 1965"
http://library.ucsd.edu/dc/object/bb1024948m/_2.jpg,Urey Hall entrance walkway,,"November, 1964"
http://library.ucsd.edu/dc/object/bb09908191/_2.jpg,UCSD administrative assistant,,"April, 1965"
http://library.ucsd.edu/dc/object/bb0956689g/_2.jpg,"""Produced by Charles Graves La Jolla"" [title slide]",,"June, 1975"
http://library.ucsd.edu/dc/object/bb08884278/_2.jpg,Looking east from Torrey Pines Road toward the future Galbraith Hall building,,"January, 1964"
http://library.ucsd.edu/dc/object/bb10590787/_2.jpg,Chancellor John Galbraith's inauguration ceremony,,"November 5, 1965"
http://library.ucsd.edu/dc/object/bb12979910/_2.jpg,Revelle College Residence Halls under construction,,"April, 1965"
http://library.ucsd.edu/dc/object/bb08201678/_2.jpg,"Revelle College Residence Halls, Revelle Commons and Urey Hall",,"October, 1966"
http://library.ucsd.edu/dc/object/bb0683648w/_2.jpg,First student election polls,,"December, 1964"
http://library.ucsd.edu/dc/object/bb0683649d/_2.jpg,Bonner Hall building dedication ceremony audience,,"May 7, 1965"
http://library.ucsd.edu/dc/object/bb0615386m/_2.jpg,"Revelle College buildings, facing northeast",,"November, 1964"
http://library.ucsd.edu/dc/object/bb07519101/_2.jpg,UCSD administrative assistant,,"April, 1965"
http://library.ucsd.edu/dc/object/bb0717777m/_2.jpg,Revelle College Provost Edward D. Goldberg speaking at the Revelle College dedication ceremony,,"October 1, 1965"
http://library.ucsd.edu/dc/object/bb0854301z/_2.jpg,UCSD administrative assistant,,"May, 1965"
http://library.ucsd.edu/dc/object/bb39601295/_2.jpg,"""Sandscript,"" a UCSD newspaper announcing Chancellor Galbraith's inauguration",,"June, 1975"
http://library.ucsd.edu/dc/object/bb3925999p/_2.jpg,Students pass out information flyers,,"September 26, 1965"
http://library.ucsd.edu/dc/object/bb37894786/_2.jpg,Students playing tennis on Matthews campus tennis courts,,"December, 1964"
http://library.ucsd.edu/dc/object/bb37553491/_2.jpg,Revelle College Residence Halls,,"September, 1965"
http://library.ucsd.edu/dc/object/bb38236089/_2.jpg,Revelle Commons under construction,,"October, 1966"
