url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb8840641p/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb4472001d/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb07518312/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb5018082x/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb98645383/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb7475442t/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb42672239/_2.jpg,Standard Oil Company - Essomarine advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb0308139p/_2.jpg,Standard Oil Company - Essolube advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb4642649q/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb9250201k/_2.jpg,Contractor postal cards,"Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb4164832c/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb6895228w/_2.jpg,Contractor postal cards,"Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb4915692n/_2.jpg,Standard Oil Company - Essomarine advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb9625630m/_2.jpg,National Broadcasting Company Vital Spots advertisement,"National Broadcasting Company, inc; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb5939590w/_2.jpg,Standard Oil Company - Essomarine advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb94891115/_2.jpg,General Electric advertisement,"General Electric; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb3618753k/_2.jpg,Contractor postal cards,"Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb30726708/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb8328691x/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb4403739w/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb4301348w/_2.jpg,General Electric advertisement,"General Electric; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb60761138/_2.jpg,Gilbert and Baker advertisement,"Gilbert and Baker; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb0820090n/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb11955225/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb90795514/_2.jpg,Macy Westchester advertisement,"Macy Westchester; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb8226300j/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
